DATASET:,NOAA
00:10:00,27112.0
00:10:00,27112.0
00:10:00,27106.0
00:10:00,27115.0
00:10:00,27113.0
00:10:00,27118.0
00:10:00,27115.0
00:10:00,27117.0
00:10:00,27112.0
00:10:00,27108.0
00:10:00,27105.0
00:10:00,27102.0
00:10:00,27106.0
00:10:00,27105.0
00:10:00,27103.0
00:10:00,27100.0
00:10:00,27097.0
00:10:00,27092.0
00:10:00,27086.0
00:10:00,27086.0
00:10:00,27092.0
00:10:00,27099.0
00:10:00,27099.0
00:10:00,27094.0
00:10:00,27096.0
00:10:00,27095.0
00:10:00,27093.0
00:10:00,27099.0
00:10:00,27102.0
00:10:00,27105.0
00:10:00,27109.0
00:10:00,27106.0
00:10:00,27108.0
00:10:00,27108.0
00:10:00,27110.0
00:10:00,27116.0
00:10:00,27121.0
00:10:00,27127.0
00:10:00,27125.0
00:10:00,27125.0
00:10:00,27128.0
00:10:00,27138.0
00:10:00,27135.0
00:10:00,27143.0
00:10:00,27151.0
00:10:00,27145.0
00:10:00,27160.0
00:10:00,27160.0
00:10:00,27160.0
00:10:00,27169.0
00:10:00,27166.0
00:10:00,27164.0
00:10:00,27176.0
00:10:00,27184.0
00:10:00,27160.0
00:10:00,27160.0
00:10:00,27166.0
00:10:00,27150.0
00:10:00,27160.0
00:10:00,27194.0
00:10:00,27188.0
00:10:00,27183.0
00:10:00,27197.0
00:10:00,27179.0
00:10:00,27181.0
00:10:00,27188.0
00:10:00,27184.0
00:10:00,27176.0
00:10:00,27180.0
00:10:00,27173.0
00:10:00,27175.0
00:10:00,27176.0
00:10:00,27174.0
00:10:00,27174.0
00:10:00,27156.0
00:10:00,27157.0
00:10:00,27143.0
00:10:00,27134.0
00:10:00,27133.0
00:10:00,27136.0
00:10:00,27129.0
00:10:00,27132.0
00:10:00,27123.0
00:10:00,27120.0
00:10:00,27120.0
00:10:00,27120.0
00:10:00,27115.0
00:10:00,27098.0
00:10:00,27101.0
00:10:00,27108.0
00:10:00,27104.0
00:10:00,27105.0
00:10:00,27104.0
00:10:00,27104.0
00:10:00,27105.0
00:10:00,27101.0
00:10:00,27098.0
00:10:00,27091.0
00:10:00,27099.0
00:10:00,27095.0
00:10:00,27095.0
00:10:00,27094.0
00:10:00,27095.0
00:10:00,27096.0
00:10:00,27093.0
00:10:00,27086.0
00:10:00,27086.0
00:10:00,27083.0
00:10:00,27079.0
00:10:00,27077.0
00:10:00,27073.0
00:10:00,27078.0
00:10:00,27077.0
00:10:00,27080.0
00:10:00,27069.0
00:10:00,27076.0
00:10:00,27065.0
00:10:00,27073.0
00:10:00,27072.0
00:10:00,27073.0
00:10:00,27063.0
00:10:00,27068.0
00:10:00,27067.0
00:10:00,27067.0
00:10:00,27069.0
00:10:00,27069.0
00:10:00,27064.0
00:10:00,27066.0
00:10:00,27065.0
00:10:00,27064.0
00:10:00,27053.0
00:10:00,27058.0
00:10:00,27053.0
00:10:00,27056.0
00:10:00,27055.0
00:10:00,N
00:10:00,27048.0
00:10:00,27051.0
00:10:00,27050.0
00:10:00,27054.0
00:10:00,27054.0
00:10:00,27045.0
00:10:00,27051.0
00:10:00,27046.0
00:10:00,27049.0
00:10:00,27047.0
00:10:00,27035.0
00:10:00,27048.0
00:10:00,27044.0
00:10:00,27040.0
00:10:00,27041.0
00:10:00,27044.0
00:10:00,27045.0
00:10:00,27047.0
00:10:00,27044.0
00:10:00,27043.0
00:10:00,27039.0
00:10:00,27040.0
00:10:00,27038.0
00:10:00,27041.0
00:10:00,27040.0
00:10:00,27043.0
00:10:00,27045.0
00:10:00,27044.0
00:10:00,27048.0
00:10:00,27050.0
00:10:00,27054.0
00:10:00,27056.0
00:10:00,27058.0
00:10:00,27060.0
00:10:00,27065.0
00:10:00,27069.0
00:10:00,27079.0
00:10:00,27084.0
00:10:00,27084.0
00:10:00,27102.0
00:10:00,27119.0
00:10:00,27127.0
00:10:00,27148.0
00:10:00,27152.0
00:10:00,27159.0
00:10:00,27158.0
00:10:00,27183.0
00:10:00,27202.0
00:10:00,27212.0
00:10:00,27202.0
00:10:00,27192.0
00:10:00,27189.0
00:10:00,27187.0
00:10:00,27192.0
00:10:00,27200.0
00:10:00,27211.0
00:10:00,27221.0
00:10:00,27244.0
00:10:00,27243.0
00:10:00,27235.0
00:10:00,27262.0
00:10:00,27271.0
00:10:00,27286.0
00:10:00,27308.0
00:10:00,27272.0
00:10:00,27276.0
00:10:00,27268.0
00:10:00,27274.0
00:10:00,27269.0
00:10:00,27267.0
00:10:00,27244.0
00:10:00,27254.0
00:10:00,27251.0
00:10:00,27253.0
00:10:00,27271.0
00:10:00,27259.0
00:10:00,27252.0
00:10:00,27266.0
00:10:00,27265.0
00:10:00,27277.0
00:10:00,27254.0
00:10:00,27255.0
00:10:00,27244.0
00:10:00,27239.0
00:10:00,27221.0
00:10:00,27215.0
00:10:00,27222.0
00:10:00,27227.0
00:10:00,27216.0
00:10:00,27218.0
00:10:00,27214.0
00:10:00,27221.0
00:10:00,27241.0
00:10:00,27216.0
00:10:00,27190.0
00:10:00,27205.0
00:10:00,27196.0
00:10:00,27194.0
00:10:00,27185.0
00:10:00,27188.0
00:10:00,27181.0
00:10:00,27185.0
00:10:00,27183.0
00:10:00,27172.0
00:10:00,27169.0
00:10:00,27170.0
00:10:00,27165.0
00:10:00,27165.0
00:10:00,27172.0
00:10:00,27171.0
00:10:00,27170.0
00:10:00,27162.0
00:10:00,27167.0
00:10:00,27160.0
00:10:00,27150.0
00:10:00,27175.0
00:10:00,27167.0
00:10:00,27145.0
00:10:00,27146.0
00:10:00,27144.0
00:10:00,27134.0
00:10:00,27132.0
00:10:00,27143.0
00:10:00,27140.0
00:10:00,27137.0
00:10:00,27120.0
00:10:00,27125.0
00:10:00,27126.0
00:10:00,27125.0
00:10:00,27127.0
00:10:00,27131.0
00:10:00,27129.0
00:10:00,27126.0
00:10:00,27112.0
00:10:00,27127.0
00:10:00,27121.0
00:10:00,27115.0
00:10:00,27112.0
00:10:00,27122.0
00:10:00,27120.0
00:10:00,27117.0
00:10:00,27110.0
00:10:00,27100.0
00:10:00,27100.0
00:10:00,27108.0
00:10:00,27103.0
00:10:00,27108.0
00:10:00,27100.0
00:10:00,27095.0
00:10:00,27093.0
00:10:00,27088.0
00:10:00,27092.0
00:10:00,27088.0
00:10:00,27087.0
00:10:00,27090.0
00:10:00,27087.0
00:10:00,27073.0
00:10:00,27066.0
00:10:00,27065.0
00:10:00,27065.0
00:10:00,27063.0
00:10:00,27062.0
00:10:00,27064.0
00:10:00,27059.0
00:10:00,27056.0
00:10:00,27055.0
00:10:00,27058.0
00:10:00,27064.0
00:10:00,27071.0
00:10:00,27076.0
00:10:00,27073.0
00:10:00,27087.0
00:10:00,27105.0
00:10:00,27125.0
00:10:00,27145.0
00:10:00,27158.0
00:10:00,27173.0
00:10:00,27165.0
00:10:00,27171.0
00:10:00,27171.0
00:10:00,27171.0
00:10:00,27175.0
00:10:00,27174.0
00:10:00,27176.0
00:10:00,27168.0
00:10:00,27172.0
00:10:00,27176.0
00:10:00,27167.0
00:10:00,27168.0
00:10:00,27189.0
00:10:00,27202.0
00:10:00,27208.0
00:10:00,27220.0
00:10:00,27246.0
00:10:00,27258.0
00:10:00,27287.0
00:10:00,27288.0
00:10:00,27326.0
00:10:00,27334.0
00:10:00,27297.0
00:10:00,27305.0
00:10:00,27371.0
00:10:00,27366.0
00:10:00,27355.0
00:10:00,27344.0
00:10:00,27347.0
00:10:00,27362.0
00:10:00,27390.0
00:10:00,27357.0
00:10:00,27348.0
00:10:00,27340.0
00:10:00,27328.0
00:10:00,27327.0
00:10:00,27320.0
00:10:00,27312.0
00:10:00,27321.0
00:10:00,27347.0
00:10:00,27343.0
00:10:00,27363.0
00:10:00,N
00:10:00,27399.0
00:10:00,27389.0
00:10:00,27395.0
00:10:00,27396.0
00:10:00,27378.0
00:10:00,27353.0
00:10:00,27353.0
00:10:00,27330.0
00:10:00,27332.0
00:10:00,27337.0
00:10:00,27333.0
00:10:00,27325.0
00:10:00,27303.0
00:10:00,27300.0
00:10:00,27294.0
00:10:00,27285.0
00:10:00,27313.0
00:10:00,27311.0
00:10:00,27293.0
00:10:00,27294.0
00:10:00,27285.0
00:10:00,27284.0
00:10:00,27279.0
00:10:00,27274.0
00:10:00,27265.0
00:10:00,27251.0
00:10:00,27234.0
00:10:00,27228.0
00:10:00,27201.0
00:10:00,27192.0
00:10:00,27188.0
00:10:00,27177.0
00:10:00,27175.0
00:10:00,27158.0
00:10:00,27142.0
00:10:00,27156.0
00:10:00,27144.0
00:10:00,27132.0
00:10:00,27124.0
00:10:00,27119.0
00:10:00,27116.0
00:10:00,27111.0
00:10:00,27107.0
00:10:00,27095.0
00:10:00,27108.0
00:10:00,27094.0
00:10:00,27086.0
00:10:00,27076.0
00:10:00,27066.0
00:10:00,27059.0
00:10:00,27057.0
00:10:00,27063.0
00:10:00,27063.0
00:10:00,27054.0
00:10:00,27059.0
00:10:00,27052.0
00:10:00,27047.0
00:10:00,27048.0
00:10:00,27049.0
00:10:00,27050.0
00:10:00,27053.0
00:10:00,27052.0
00:10:00,27057.0
00:10:00,27052.0
00:10:00,27055.0
00:10:00,27048.0
00:10:00,27045.0
00:10:00,27039.0
00:10:00,27034.0
00:10:00,27040.0
00:10:00,27046.0
00:10:00,27046.0
00:10:00,27053.0
00:10:00,27059.0
00:10:00,27063.0
00:10:00,27064.0
00:10:00,27063.0
00:10:00,27056.0
00:10:00,27067.0
00:10:00,27064.0
00:10:00,27069.0
00:10:00,27066.0
00:10:00,27068.0
00:10:00,27065.0
00:10:00,27073.0
00:10:00,27081.0
00:10:00,27084.0
00:10:00,27083.0
00:10:00,27076.0
00:10:00,27077.0
00:10:00,27080.0
00:10:00,27071.0
00:10:00,27068.0
00:10:00,27070.0
00:10:00,27068.0
00:10:00,27065.0
00:10:00,27069.0
00:10:00,27065.0
00:10:00,27046.0
00:10:00,27048.0
00:10:00,27046.0
00:10:00,27046.0
00:10:00,27061.0
00:10:00,27067.0
00:10:00,27081.0
00:10:00,27093.0
00:10:00,27101.0
00:10:00,27110.0
00:10:00,27143.0
00:10:00,27149.0
00:10:00,27231.0
00:10:00,27272.0
00:10:00,27365.0
00:10:00,27384.0
00:10:00,27381.0
00:10:00,27400.0
00:10:00,27389.0
00:10:00,27378.0
00:10:00,27352.0
00:10:00,27352.0
00:10:00,27374.0
00:10:00,27361.0
00:10:00,27419.0
00:10:00,27478.0
00:10:00,27483.0
00:10:00,27482.0
00:10:00,27490.0
00:10:00,27469.0
00:10:00,27459.0
00:10:00,27430.0
00:10:00,27365.0
00:10:00,27441.0
00:10:00,27407.0
00:10:00,27451.0
00:10:00,27445.0
00:10:00,27438.0
00:10:00,27462.0
00:10:00,27515.0
00:10:00,27512.0
00:10:00,27523.0
00:10:00,27469.0
00:10:00,27486.0
00:10:00,27491.0
00:10:00,27468.0
00:10:00,27494.0
00:10:00,27475.0
00:10:00,27483.0
00:10:00,27483.0
00:10:00,27471.0
00:10:00,27463.0
00:10:00,27457.0
00:10:00,27465.0
00:10:00,27460.0
00:10:00,27459.0
00:10:00,27450.0
00:10:00,27452.0
00:10:00,27440.0
00:10:00,27433.0
00:10:00,27411.0
00:10:00,27400.0
00:10:00,27388.0
00:10:00,27386.0
00:10:00,27399.0
00:10:00,27385.0
00:10:00,27379.0
00:10:00,27375.0
00:10:00,27360.0
00:10:00,27358.0
00:10:00,27357.0
00:10:00,27354.0
00:10:00,27340.0
00:10:00,27338.0
00:10:00,27333.0
00:10:00,27322.0
00:10:00,27323.0
00:10:00,27325.0
00:10:00,27321.0
00:10:00,27321.0
00:10:00,27311.0
00:10:00,27293.0
00:10:00,27278.0
00:10:00,27268.0
00:10:00,27262.0
00:10:00,27244.0
00:10:00,27258.0
00:10:00,27259.0
00:10:00,27263.0
00:10:00,27260.0
00:10:00,27259.0
00:10:00,27256.0
00:10:00,27239.0
00:10:00,27231.0
00:10:00,27242.0
00:10:00,27239.0
00:10:00,27224.0
00:10:00,27226.0
00:10:00,27223.0
00:10:00,27221.0
00:10:00,27233.0
00:10:00,27239.0
00:10:00,27242.0
00:10:00,27227.0
00:10:00,27237.0
00:10:00,27236.0
00:10:00,27235.0
00:10:00,27233.0
00:10:00,27226.0
00:10:00,27221.0
00:10:00,27217.0
00:10:00,27219.0
00:10:00,27215.0
00:10:00,27208.0
00:10:00,27201.0
00:10:00,27207.0
00:10:00,27211.0
00:10:00,27202.0
00:10:00,27194.0
00:10:00,27197.0
00:10:00,27191.0
00:10:00,N
00:10:00,27188.0
00:10:00,27181.0
00:10:00,27181.0
00:10:00,27184.0
00:10:00,27185.0
00:10:00,27185.0
00:10:00,27186.0
00:10:00,27177.0
00:10:00,27180.0
00:10:00,27182.0
00:10:00,27177.0
00:10:00,27181.0
00:10:00,27177.0
00:10:00,27177.0
00:10:00,27168.0
00:10:00,27162.0
00:10:00,27160.0
00:10:00,27157.0
00:10:00,27161.0
00:10:00,27164.0
00:10:00,27173.0
00:10:00,27176.0
00:10:00,27184.0
00:10:00,27217.0
00:10:00,27206.0
00:10:00,27236.0
00:10:00,27250.0
00:10:00,27273.0
00:10:00,27305.0
00:10:00,27312.0
00:10:00,27349.0
00:10:00,27386.0
00:10:00,27385.0
00:10:00,27452.0
00:10:00,27466.0
00:10:00,27495.0
00:10:00,27507.0
00:10:00,27485.0
00:10:00,27461.0
00:10:00,27483.0
00:10:00,27480.0
00:10:00,27503.0
00:10:00,27482.0
00:10:00,27486.0
00:10:00,27509.0
00:10:00,27556.0
00:10:00,27535.0
00:10:00,27557.0
00:10:00,27604.0
00:10:00,27661.0
00:10:00,27693.0
00:10:00,27687.0
00:10:00,27671.0
00:10:00,27643.0
00:10:00,27726.0
00:10:00,27701.0
00:10:00,27686.0
00:10:00,27710.0
00:10:00,27738.0
00:10:00,27750.0
00:10:00,27745.0
00:10:00,27741.0
00:10:00,27758.0
00:10:00,27682.0
00:10:00,27784.0
00:10:00,27727.0
00:10:00,27752.0
00:10:00,27690.0
00:10:00,27653.0
00:10:00,27662.0
00:10:00,27625.0
00:10:00,27630.0
00:10:00,27614.0
00:10:00,27595.0
00:10:00,27606.0
00:10:00,27593.0
00:10:00,27584.0
00:10:00,27559.0
00:10:00,27572.0
00:10:00,27541.0
00:10:00,27528.0
00:10:00,27512.0
00:10:00,27511.0
00:10:00,27463.0
00:10:00,27479.0
00:10:00,27469.0
00:10:00,27439.0
00:10:00,27442.0
00:10:00,27419.0
00:10:00,27444.0
00:10:00,27462.0
00:10:00,27417.0
00:10:00,27422.0
00:10:00,27446.0
00:10:00,27458.0
00:10:00,27481.0
00:10:00,27486.0
00:10:00,27481.0
00:10:00,27501.0
00:10:00,27502.0
00:10:00,27508.0
00:10:00,27481.0
00:10:00,27474.0
00:10:00,27476.0
00:10:00,27474.0
00:10:00,27460.0
00:10:00,27456.0
00:10:00,27459.0
00:10:00,27450.0
00:10:00,27455.0
00:10:00,27438.0
00:10:00,27447.0
00:10:00,27448.0
00:10:00,27444.0
00:10:00,27448.0
00:10:00,27438.0
00:10:00,27457.0
00:10:00,27447.0
00:10:00,27419.0
00:10:00,27410.0
00:10:00,27401.0
00:10:00,27393.0
00:10:00,27393.0
00:10:00,27378.0
00:10:00,27369.0
00:10:00,27361.0
00:10:00,27346.0
00:10:00,27336.0
00:10:00,27329.0
00:10:00,27319.0
00:10:00,27301.0
00:10:00,27291.0
00:10:00,27282.0
00:10:00,27269.0
00:10:00,27256.0
00:10:00,27254.0
00:10:00,27243.0
00:10:00,27228.0
00:10:00,27220.0
00:10:00,27207.0
00:10:00,27229.0
00:10:00,27248.0
00:10:00,27261.0
00:10:00,27270.0
00:10:00,27256.0
00:10:00,27234.0
00:10:00,27236.0
00:10:00,27229.0
00:10:00,27218.0
00:10:00,27208.0
00:10:00,27196.0
00:10:00,27192.0
00:10:00,27190.0
00:10:00,27183.0
00:10:00,27180.0
00:10:00,27164.0
00:10:00,27163.0
00:10:00,27160.0
00:10:00,27161.0
00:10:00,27175.0
00:10:00,27175.0
00:10:00,27181.0
00:10:00,27198.0
00:10:00,27200.0
00:10:00,27224.0
00:10:00,27226.0
00:10:00,27252.0
00:10:00,27248.0
00:10:00,27243.0
00:10:00,27238.0
00:10:00,27251.0
00:10:00,27269.0
00:10:00,27283.0
00:10:00,27313.0
00:10:00,27304.0
00:10:00,27339.0
00:10:00,27409.0
00:10:00,27444.0
00:10:00,27466.0
00:10:00,27510.0
00:10:00,27539.0
00:10:00,27575.0
00:10:00,27600.0
00:10:00,27635.0
00:10:00,27654.0
00:10:00,27713.0
00:10:00,27745.0
00:10:00,27789.0
00:10:00,27765.0
00:10:00,27704.0
00:10:00,27681.0
00:10:00,27677.0
00:10:00,27695.0
00:10:00,27658.0
00:10:00,27676.0
00:10:00,27715.0
00:10:00,27760.0
00:10:00,27743.0
00:10:00,27720.0
00:10:00,27699.0
00:10:00,27691.0
00:10:00,27688.0
00:10:00,27636.0
00:10:00,27646.0
00:10:00,27624.0
00:10:00,27609.0
00:10:00,27592.0
00:10:00,27666.0
00:10:00,27688.0
00:10:00,27642.0
00:10:00,27648.0
00:10:00,27662.0
00:10:00,27681.0
00:10:00,27641.0
00:10:00,27608.0
00:10:00,27564.0
00:10:00,27534.0
00:10:00,27529.0
00:10:00,27582.0
00:10:00,N
00:10:00,27536.0
00:10:00,27514.0
00:10:00,27498.0
00:10:00,27510.0
00:10:00,27498.0
00:10:00,27481.0
00:10:00,27460.0
00:10:00,27446.0
00:10:00,27447.0
00:10:00,27431.0
00:10:00,27425.0
00:10:00,27437.0
00:10:00,27455.0
00:10:00,27448.0
00:10:00,27444.0
00:10:00,27436.0
00:10:00,27459.0
00:10:00,27450.0
00:10:00,27449.0
00:10:00,27450.0
00:10:00,27448.0
00:10:00,27419.0
00:10:00,27421.0
00:10:00,27424.0
00:10:00,27408.0
00:10:00,27409.0
00:10:00,27408.0
00:10:00,27392.0
00:10:00,27385.0
00:10:00,27378.0
00:10:00,27385.0
00:10:00,27386.0
00:10:00,27390.0
00:10:00,27402.0
00:10:00,27385.0
00:10:00,27389.0
00:10:00,27398.0
00:10:00,27399.0
00:10:00,27429.0
00:10:00,27416.0
00:10:00,27460.0
00:10:00,27448.0
00:10:00,27422.0
00:10:00,27415.0
00:10:00,27402.0
00:10:00,27394.0
00:10:00,27381.0
00:10:00,27366.0
00:10:00,27350.0
00:10:00,27338.0
00:10:00,27324.0
00:10:00,27317.0
00:10:00,27323.0
00:10:00,27312.0
00:10:00,27307.0
00:10:00,27308.0
00:10:00,27308.0
00:10:00,27301.0
00:10:00,27301.0
00:10:00,27278.0
00:10:00,27279.0
00:10:00,27281.0
00:10:00,27273.0
00:10:00,27309.0
00:10:00,27320.0
00:10:00,27319.0
00:10:00,27303.0
00:10:00,27295.0
00:10:00,27293.0
00:10:00,27294.0
00:10:00,27293.0
00:10:00,27290.0
00:10:00,27285.0
00:10:00,27276.0
00:10:00,27272.0
00:10:00,27280.0
00:10:00,27278.0
00:10:00,27275.0
00:10:00,27270.0
00:10:00,27267.0
00:10:00,27262.0
00:10:00,27260.0
00:10:00,27260.0
00:10:00,27258.0
00:10:00,27257.0
00:10:00,27260.0
00:10:00,27265.0
00:10:00,27265.0
00:10:00,27263.0
00:10:00,27268.0
00:10:00,27267.0
00:10:00,27267.0
00:10:00,27275.0
00:10:00,27285.0
00:10:00,27303.0
00:10:00,27306.0
00:10:00,27315.0
00:10:00,27316.0
00:10:00,27336.0
00:10:00,27336.0
00:10:00,27331.0
00:10:00,27352.0
00:10:00,27347.0
00:10:00,27381.0
00:10:00,27376.0
00:10:00,27404.0
00:10:00,27393.0
00:10:00,27393.0
00:10:00,27415.0
00:10:00,27428.0
00:10:00,27435.0
00:10:00,27444.0
00:10:00,27455.0
00:10:00,27468.0
00:10:00,27469.0
00:10:00,27497.0
00:10:00,27487.0
00:10:00,27542.0
00:10:00,27532.0
00:10:00,27555.0
00:10:00,27566.0
00:10:00,27578.0
00:10:00,27575.0
00:10:00,27594.0
00:10:00,27617.0
00:10:00,27620.0
00:10:00,27621.0
00:10:00,27592.0
00:10:00,27582.0
00:10:00,27567.0
00:10:00,27555.0
00:10:00,27505.0
00:10:00,27491.0
00:10:00,27483.0
00:10:00,27466.0
00:10:00,27437.0
00:10:00,27429.0
00:10:00,27431.0
00:10:00,27434.0
00:10:00,27484.0
00:10:00,27463.0
00:10:00,27449.0
00:10:00,27433.0
00:10:00,27414.0
00:10:00,27408.0
00:10:00,27428.0
00:10:00,27423.0
00:10:00,27425.0
00:10:00,27416.0
00:10:00,27409.0
00:10:00,27403.0
00:10:00,27386.0
00:10:00,27369.0
00:10:00,27348.0
00:10:00,27337.0
00:10:00,27334.0
00:10:00,27339.0
00:10:00,27348.0
00:10:00,27351.0
00:10:00,27346.0
00:10:00,27337.0
00:10:00,27326.0
00:10:00,27315.0
00:10:00,27303.0
00:10:00,27295.0
00:10:00,27287.0
00:10:00,27279.0
00:10:00,27274.0
00:10:00,27267.0
00:10:00,27266.0
00:10:00,27263.0
00:10:00,27265.0
00:10:00,27259.0
00:10:00,27253.0
00:10:00,27248.0
00:10:00,27234.0
00:10:00,27227.0
00:10:00,27216.0
00:10:00,27220.0
00:10:00,27213.0
00:10:00,27210.0
00:10:00,27212.0
00:10:00,27202.0
00:10:00,27201.0
00:10:00,27190.0
00:10:00,27182.0
00:10:00,27179.0
00:10:00,27181.0
00:10:00,27177.0
00:10:00,27176.0
00:10:00,27171.0
00:10:00,27171.0
00:10:00,27170.0
00:10:00,27155.0
00:10:00,27150.0
00:10:00,27143.0
00:10:00,27147.0
00:10:00,27138.0
00:10:00,27137.0
00:10:00,27133.0
00:10:00,27135.0
00:10:00,27123.0
00:10:00,27117.0
00:10:00,27119.0
00:10:00,27119.0
00:10:00,27109.0
00:10:00,27111.0
00:10:00,27111.0
00:10:00,27107.0
00:10:00,27100.0
00:10:00,27110.0
00:10:00,27104.0
00:10:00,27101.0
00:10:00,27098.0
00:10:00,27109.0
00:10:00,27103.0
00:10:00,27111.0
00:10:00,27103.0
00:10:00,27098.0
00:10:00,N
00:10:00,27108.0
00:10:00,27089.0
00:10:00,27100.0
00:10:00,27096.0
00:10:00,27100.0
00:10:00,27098.0
00:10:00,27093.0
00:10:00,27086.0
00:10:00,27089.0
00:10:00,27094.0
00:10:00,27097.0
00:10:00,27101.0
00:10:00,27101.0
00:10:00,27097.0
00:10:00,27104.0
00:10:00,27101.0
00:10:00,27110.0
00:10:00,27102.0
00:10:00,27105.0
00:10:00,27114.0
00:10:00,27111.0
00:10:00,27115.0
00:10:00,27127.0
00:10:00,27131.0
00:10:00,27128.0
00:10:00,27132.0
00:10:00,27152.0
00:10:00,27170.0
00:10:00,27165.0
00:10:00,27167.0
00:10:00,27174.0
00:10:00,27203.0
00:10:00,27208.0
00:10:00,27218.0
